aba_origem,variavel,variavel_num,tipo,tema,descricao
Dicionário PCT - Indígenas,V01599,1599,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza poço profundo ou artesiano, Água chega encanada até dentro da casa, apartamento ou habitação, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01600,1600,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza poço profundo ou artesiano, Água chega encanada, mas apenas ao terreno, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01601,1601,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza poço profundo ou artesiano, Água não chega encanada ao domicílio, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01602,1602,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza poço raso, freático ou cacimba, Água chega encanada até dentro da casa, apartamento ou habitação, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01603,1603,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza poço raso, freático ou cacimba, Água chega encanada, mas apenas ao terreno, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01604,1604,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza poço raso, freático ou cacimba, Água não chega encanada ao domicílio, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01605,1605,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Água chega encanada até dentro da casa, apartamento ou habitação, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01606,1606,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Água chega encanada, mas apenas ao terreno, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01607,1607,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Água não chega encanada ao domicílio, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01608,1608,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Água chega encanada até dentro da casa, apartamento ou habitação, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01609,1609,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Água chega encanada, mas apenas ao terreno, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01610,1610,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Água não chega encanada ao domicílio, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01611,1611,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Água chega encanada até dentro da casa, apartamento ou habitação, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01612,1612,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Água chega encanada, mas apenas ao terreno, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01613,1613,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Água não chega encanada ao domicílio, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01614,1614,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Água chega encanada até dentro da casa, apartamento ou habitação, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01615,1615,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Água chega encanada, mas apenas ao terreno, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01616,1616,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Água não chega encanada ao domicílio, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01617,1617,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Água chega encanada até dentro da casa, apartamento ou habitação, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01618,1618,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Água chega encanada, mas apenas ao terreno, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01619,1619,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Água não chega encanada ao domicílio, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01620,1620,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01621,1621,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01622,1622,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01623,1623,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01624,1624,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Água chega encanada até dentro da casa, apartamento ou habitação, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01625,1625,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Água chega encanada, mas apenas ao terreno, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01626,1626,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Água não chega encanada ao domicílio, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01627,1627,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Água chega encanada até dentro da casa, apartamento ou habitação, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01628,1628,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Água chega encanada, mas apenas ao terreno, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01629,1629,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Água não chega encanada ao domicílio, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01630,1630,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Água chega encanada até dentro da casa, apartamento ou habitação, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01631,1631,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Água chega encanada, mas apenas ao terreno, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01632,1632,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma, Água não chega encanada ao domicílio, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01633,1633,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Água chega encanada até dentro da casa, apartamento ou habitação, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01634,1634,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Água chega encanada, mas apenas ao terreno, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01635,1635,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água, Água não chega encanada ao domicílio, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01636,1636,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Com banheiro de uso exclusivo com chuveiro e vaso sanitário, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01637,1637,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Sem banheiro de uso exclusivo com chuveiro e vaso sanitário, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01638,1638,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Com banheiro de uso exclusivo com chuveiro e vaso sanitário, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01639,1639,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Sem banheiro de uso exclusivo com chuveiro e vaso sanitário, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01640,1640,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza banheiro de uso comum a mais de um domicílio, com chuveiro e vaso sanitário, inclusive os localizados no terreno, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01641,1641,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Não utiliza banheiro de uso comum a mais de um domicílio, com chuveiro e vaso sanitário, inclusive os localizados no terreno, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01642,1642,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza banheiro de uso comum a mais de um domicílio, com chuveiro e vaso sanitário, inclusive os localizados no terreno, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01643,1643,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Não utiliza banheiro de uso comum a mais de um domicílio, com chuveiro e vaso sanitário, inclusive os localizados no terreno, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01644,1644,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01645,1645,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01646,1646,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01647,1647,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01648,1648,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01649,1649,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01650,1650,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01651,1651,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01652,1652,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza sanitário ou buraco para dejeções, inclusive os localizados no terreno, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01653,1653,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Não utiliza sanitário ou buraco para dejeções, inclusive os localizados no terreno, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01654,1654,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Utiliza sanitário ou buraco para dejeções, inclusive os localizados no terreno, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01655,1655,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Não utiliza sanitário ou buraco para dejeções, inclusive os localizados no terreno, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01656,1656,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01657,1657,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01658,1658,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01659,1659,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01660,1660,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01661,1661,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01662,1662,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01663,1663,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01664,1664,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01665,1665,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01666,1666,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01667,1667,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01668,1668,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01669,1669,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01670,1670,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01671,1671,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01672,1672,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01673,1673,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01674,1674,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01675,1675,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01676,1676,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01677,1677,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01678,1678,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01679,1679,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01680,1680,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01681,1681,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01682,1682,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01683,1683,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01684,1684,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Lixo coletado, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01685,1685,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Lixo não coletado, Moradores indígenas no domicílio"
Dicionário PCT - Indígenas,V01686,1686,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Lixo coletado, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01687,1687,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Lixo não coletado, Domicílio com pelo menos um morador indígena"
Dicionário PCT - Indígenas,V01688,1688,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Domicílio com pelo menos um morador indígena, Existe pessoa falecida, no período de janeiro de 2019 a julho de 2022, que morava no domicílio"
Dicionário PCT - Indígenas,V01689,1689,Domicílio,Indígenas,"Domicílios Particulares Permanentes Ocupados, Domicílio com pelo menos um morador indígena, Não existe pessoa falecida, no período de janeiro de 2019 a julho de 2022, que morava no domicílio"
Dicionário PCT - Indígenas,V01690,1690,Pessoas,Indígenas,Pessoa indígena
Dicionário PCT - Indígenas,V01691,1691,Pessoas,Indígenas,"Sexo masculino, Pessoa indígena"
Dicionário PCT - Indígenas,V01692,1692,Pessoas,Indígenas,"Sexo feminino, Pessoa indígena"
Dicionário PCT - Indígenas,V01693,1693,Pessoas,Indígenas,"0 a 29 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01694,1694,Pessoas,Indígenas,"30 a 59 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01695,1695,Pessoas,Indígenas,"60 anos ou mais, Pessoa indígena"
Dicionário PCT - Indígenas,V01696,1696,Pessoas,Indígenas,"0 a 14 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01697,1697,Pessoas,Indígenas,"15 a 29 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01698,1698,Pessoas,Indígenas,"30 a 59 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01699,1699,Pessoas,Indígenas,"60 anos ou mais, Pessoa indígena"
Dicionário PCT - Indígenas,V01700,1700,Pessoas,Indígenas,"0 a 14 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01701,1701,Pessoas,Indígenas,"15 a 29 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01702,1702,Pessoas,Indígenas,"30 a 49 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01703,1703,Pessoas,Indígenas,"50 anos ou mais, Pessoa indígena"
Dicionário PCT - Indígenas,V01704,1704,Pessoas,Indígenas,"Sexo masculino, 0 a 29 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01705,1705,Pessoas,Indígenas,"Sexo masculino, 30 a 59 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01706,1706,Pessoas,Indígenas,"Sexo masculino, 60 anos ou mais, Pessoa indígena"
Dicionário PCT - Indígenas,V01707,1707,Pessoas,Indígenas,"Sexo feminino, 0 a 29 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01708,1708,Pessoas,Indígenas,"Sexo feminino, 30 a 59 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01709,1709,Pessoas,Indígenas,"Sexo feminino, 60 anos ou mais, Pessoa indígena"
Dicionário PCT - Indígenas,V01710,1710,Pessoas,Indígenas,"Sexo masculino, 0 a 14 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01711,1711,Pessoas,Indígenas,"Sexo masculino, 15 a 29 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01712,1712,Pessoas,Indígenas,"Sexo masculino, 30 a 59 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01713,1713,Pessoas,Indígenas,"Sexo masculino, 60 anos ou mais, Pessoa indígena"
Dicionário PCT - Indígenas,V01714,1714,Pessoas,Indígenas,"Sexo feminino, 0 a 14 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01715,1715,Pessoas,Indígenas,"Sexo feminino, 15 a 29 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01716,1716,Pessoas,Indígenas,"Sexo feminino, 30 a 59 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01717,1717,Pessoas,Indígenas,"Sexo feminino, 60 anos ou mais, Pessoa indígena"
Dicionário PCT - Indígenas,V01718,1718,Pessoas,Indígenas,"Sexo masculino, 0 a 14 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01719,1719,Pessoas,Indígenas,"Sexo masculino, 15 a 29 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01720,1720,Pessoas,Indígenas,"Sexo masculino, 30 a 49 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01721,1721,Pessoas,Indígenas,"Sexo masculino, 50 anos ou mais, Pessoa indígena"
Dicionário PCT - Indígenas,V01722,1722,Pessoas,Indígenas,"Sexo feminino, 0 a 14 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01723,1723,Pessoas,Indígenas,"Sexo feminino, 15 a 29 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01724,1724,Pessoas,Indígenas,"Sexo feminino, 30 a 49 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01725,1725,Pessoas,Indígenas,"Sexo feminino, 50 anos ou mais, Pessoa indígena"
Dicionário PCT - Indígenas,V01726,1726,Pessoas,Indígenas,"15 a 19 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01727,1727,Pessoas,Indígenas,"20 a 24 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01728,1728,Pessoas,Indígenas,"25 a 29 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01729,1729,Pessoas,Indígenas,"30 a 34 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01730,1730,Pessoas,Indígenas,"35 a 39 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01731,1731,Pessoas,Indígenas,"40 a 44 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01732,1732,Pessoas,Indígenas,"45 a 49 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01733,1733,Pessoas,Indígenas,"50 a 54 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01734,1734,Pessoas,Indígenas,"55 a 59 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01735,1735,Pessoas,Indígenas,"60 a 64 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01736,1736,Pessoas,Indígenas,"65 a 69 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01737,1737,Pessoas,Indígenas,"70 a 79 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01738,1738,Pessoas,Indígenas,"80 anos ou mais, Pessoa indígena"
Dicionário PCT - Indígenas,V01739,1739,Pessoas,Indígenas,"Sexo masculino, 15 a 19 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01740,1740,Pessoas,Indígenas,"Sexo masculino, 20 a 24 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01741,1741,Pessoas,Indígenas,"Sexo masculino, 25 a 29 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01742,1742,Pessoas,Indígenas,"Sexo masculino, 30 a 34 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01743,1743,Pessoas,Indígenas,"Sexo masculino, 35 a 39 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01744,1744,Pessoas,Indígenas,"Sexo masculino, 40 a 44 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01745,1745,Pessoas,Indígenas,"Sexo masculino, 45 a 49 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01746,1746,Pessoas,Indígenas,"Sexo masculino, 50 a 54 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01747,1747,Pessoas,Indígenas,"Sexo masculino, 55 a 59 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01748,1748,Pessoas,Indígenas,"Sexo masculino, 60 a 64 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01749,1749,Pessoas,Indígenas,"Sexo masculino, 65 a 69 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01750,1750,Pessoas,Indígenas,"Sexo masculino, 70 a 79 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01751,1751,Pessoas,Indígenas,"Sexo masculino, 80 anos ou mais, Pessoa indígena"
Dicionário PCT - Indígenas,V01752,1752,Pessoas,Indígenas,"Sexo feminino, 15 a 19 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01753,1753,Pessoas,Indígenas,"Sexo feminino, 20 a 24 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01754,1754,Pessoas,Indígenas,"Sexo feminino, 25 a 29 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01755,1755,Pessoas,Indígenas,"Sexo feminino, 30 a 34 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01756,1756,Pessoas,Indígenas,"Sexo feminino, 35 a 39 anos, Pessoa indígena"
Dicionário PCT - Indígenas,V01757,1757,Pessoas,Indígenas,"Sexo feminino, 40 a 44 anos, Pessoa indígena"
