aba_origem,variavel,variavel_num,tipo,tema,descricao
Dicionário não PCT,V00515,515,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Quantidade de moradores"
Dicionário não PCT,V00516,516,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza rede geral de distribuição, Quantidade de crianças de zero a nove anos de idade"
Dicionário não PCT,V00517,517,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza poço profundo ou artesiano, Quantidade de crianças de zero a nove anos de idade"
Dicionário não PCT,V00518,518,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza poço raso, freático ou cacimba, Quantidade de crianças de zero a nove anos de idade"
Dicionário não PCT,V00519,519,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Quantidade de crianças de zero a nove anos de idade"
Dicionário não PCT,V00520,520,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Quantidade de crianças de zero a nove anos de idade"
Dicionário não PCT,V00521,521,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Quantidade de crianças de zero a nove anos de idade"
Dicionário não PCT,V00522,522,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Quantidade de crianças de zero a nove anos de idade"
Dicionário não PCT,V00523,523,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Quantidade de crianças de zero a nove anos de idade"
Dicionário não PCT,V00524,524,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza rede geral de distribuição, Pessoas de sexo masculino no domicílio"
Dicionário não PCT,V00525,525,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza poço profundo ou artesiano, Pessoas de sexo masculino no domicílio"
Dicionário não PCT,V00526,526,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza poço raso, freático ou cacimba, Pessoas de sexo masculino no domicílio"
Dicionário não PCT,V00527,527,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Pessoas de sexo masculino no domicílio"
Dicionário não PCT,V00528,528,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Pessoas de sexo masculino no domicílio"
Dicionário não PCT,V00529,529,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Pessoas de sexo masculino no domicílio"
Dicionário não PCT,V00530,530,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Pessoas de sexo masculino no domicílio"
Dicionário não PCT,V00531,531,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Pessoas de sexo masculino no domicílio"
Dicionário não PCT,V00532,532,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza rede geral de distribuição, Pessoas de sexo feminino no domicílio"
Dicionário não PCT,V00533,533,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza poço profundo ou artesiano, Pessoas de sexo feminino no domicílio"
Dicionário não PCT,V00534,534,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza poço raso, freático ou cacimba, Pessoas de sexo feminino no domicílio"
Dicionário não PCT,V00535,535,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Pessoas de sexo feminino no domicílio"
Dicionário não PCT,V00536,536,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Pessoas de sexo feminino no domicílio"
Dicionário não PCT,V00537,537,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Pessoas de sexo feminino no domicílio"
Dicionário não PCT,V00538,538,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Pessoas de sexo feminino no domicílio"
Dicionário não PCT,V00539,539,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Pessoas de sexo feminino no domicílio"
Dicionário não PCT,V00540,540,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Quantidade de moradores"
Dicionário não PCT,V00541,541,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Quantidade de moradores"
Dicionário não PCT,V00542,542,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Quantidade de moradores"
Dicionário não PCT,V00543,543,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Quantidade de crianças de zero a nove anos de idade"
Dicionário não PCT,V00544,544,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Quantidade de crianças de zero a nove anos de idade"
Dicionário não PCT,V00545,545,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Quantidade de crianças de zero a nove anos de idade"
Dicionário não PCT,V00546,546,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Pessoas de sexo masculino no domicílio"
Dicionário não PCT,V00547,547,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Pessoas de sexo masculino no domicílio"
Dicionário não PCT,V00548,548,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Pessoas de sexo masculino no domicílio"
Dicionário não PCT,V00549,549,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Pessoas de sexo feminino no domicílio"
Dicionário não PCT,V00550,550,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Pessoas de sexo feminino no domicílio"
Dicionário não PCT,V00551,551,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio, Pessoas de sexo feminino no domicílio"
Dicionário não PCT,V00552,552,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Quantidade de moradores"
Dicionário não PCT,V00553,553,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Quantidade de moradores"
Dicionário não PCT,V00554,554,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Quantidade de moradores"
Dicionário não PCT,V00555,555,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Quantidade de moradores"
Dicionário não PCT,V00556,556,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Quantidade de moradores"
Dicionário não PCT,V00557,557,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Quantidade de moradores"
Dicionário não PCT,V00558,558,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Quantidade de moradores"
Dicionário não PCT,V00559,559,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Quantidade de crianças de zero a nove anos de idade"
Dicionário não PCT,V00560,560,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Quantidade de crianças de zero a nove anos de idade"
Dicionário não PCT,V00561,561,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Quantidade de crianças de zero a nove anos de idade"
Dicionário não PCT,V00562,562,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Quantidade de crianças de zero a nove anos de idade"
Dicionário não PCT,V00563,563,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Quantidade de crianças de zero a nove anos de idade"
Dicionário não PCT,V00564,564,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Quantidade de crianças de zero a nove anos de idade"
Dicionário não PCT,V00565,565,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Quantidade de crianças de zero a nove anos de idade"
Dicionário não PCT,V00566,566,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Pessoas de sexo masculino no domicílio"
Dicionário não PCT,V00567,567,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Pessoas de sexo masculino no domicílio"
Dicionário não PCT,V00568,568,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Pessoas de sexo masculino no domicílio"
Dicionário não PCT,V00569,569,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Pessoas de sexo masculino no domicílio"
Dicionário não PCT,V00570,570,Domicílio,Características do Domicílio - Parte 3,"Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Pessoas de sexo masculino no domicílio"
