Código IBGE,Nível Regional,Ano,Indicador,Sexo e Raça/Cor,Classe CNAE (5 dígitos),Valor,Grupo CNAE (3 dígitos),Divisão CNAE (2 dígitos),Seção CNAE (1 dígito),Desvio Padrão
310900,Município,2024,Média do Salário Real,Mulher - Total,85121,2144.6400000000003,851,85,P,690.833977285012
310900,Município,2024,Média do Salário Real,Mulher - Total,85139,2662.316666666667,851,85,P,1733.8801958788226
310900,Município,2024,Média do Salário Real,Mulher - Total,85201,1847.6166666666668,852,85,P,1179.7480325674064
310900,Município,2024,Média do Salário Real,Mulher - Total,85333,2606.027083333333,853,85,P,1323.2268023003107
310900,Município,2024,Média do Salário Real,Mulher - Total,85937,1367.96125,859,85,P,1008.248803271402
310900,Município,2024,Média do Salário Real,Mulher - Total,85996,1854.7277777777776,859,85,P,573.5372038864001
310900,Município,2024,Média do Salário Real,Mulher - Total,86101,4227.602000000003,861,86,Q,1765.9153792916916
310900,Município,2024,Média do Salário Real,Mulher - Total,86305,1892.7047887323945,863,86,Q,630.4449865222391
310900,Município,2024,Média do Salário Real,Mulher - Total,86402,1878.9147368421054,864,86,Q,482.3139531394281
310900,Município,2024,Média do Salário Real,Mulher - Total,86500,1969.3966666666665,865,86,Q,835.4483561687102
310900,Município,2024,Média do Salário Real,Mulher - Total,86909,2333,869,86,Q,1178.0398974567881
310900,Município,2024,Média do Salário Real,Mulher - Total,87115,2367.370930232557,871,87,Q,1207.9132545798107
310900,Município,2024,Média do Salário Real,Mulher - Total,91023,3990.4518217054274,910,91,R,4955.193014591087
310900,Município,2024,Média do Salário Real,Mulher - Total,93123,1560,931,93,R,NA
310900,Município,2024,Média do Salário Real,Mulher - Total,93131,2633.9469230769228,931,93,R,1287.5578368393437
310900,Município,2024,Média do Salário Real,Mulher - Total,93191,4500,931,93,R,2121.3203435596424
310900,Município,2024,Média do Salário Real,Mulher - Total,93298,2064.815,932,93,R,159.7566350734769
310900,Município,2024,Média do Salário Real,Mulher - Total,94111,1977.82,941,94,S,654.5263209375157
310900,Município,2024,Média do Salário Real,Mulher - Total,94201,4289.4749999999995,942,94,S,2586.4140417509852
310900,Município,2024,Média do Salário Real,Mulher - Total,94308,2568.6766666666667,943,94,S,1490.519512142127
310900,Município,2024,Média do Salário Real,Mulher - Total,94995,2401.6379999999995,949,94,S,649.9550169621631
310900,Município,2024,Média do Salário Real,Mulher - Total,95291,2417.748,952,95,S,905.4258916775024
310900,Município,2024,Média do Salário Real,Mulher - Total,96025,1655.3428571428572,960,96,S,661.1091135033179
310900,Município,2024,Média do Salário Real,Mulher - Total,96033,1694.4,960,96,S,0
310900,Município,2024,Média do Salário Real,Mulher - Total,96092,1608.88,960,96,S,240.00645324657418
310900,Município,2024,Média do Salário Real,PPI - Total,01113,2118,011,01,A,NA
310900,Município,2024,Média do Salário Real,PPI - Total,01199,2418.151818181818,011,01,A,363.2843287789382
310900,Município,2024,Média do Salário Real,PPI - Total,01211,2602.52,012,01,A,902.9335331573415
310900,Município,2024,Média do Salário Real,PPI - Total,01318,1343.6750000000002,013,01,A,32.20871388304721
310900,Município,2024,Média do Salário Real,PPI - Total,01393,2196.645,013,01,A,467.87134390770296
310900,Município,2024,Média do Salário Real,PPI - Total,01512,1802.3311764705884,015,01,A,519.2720234325994
310900,Município,2024,Média do Salário Real,PPI - Total,01521,2363.232727272727,015,01,A,921.1196729317087
310900,Município,2024,Média do Salário Real,PPI - Total,01547,2052.8275,015,01,A,677.7092118649905
310900,Município,2024,Média do Salário Real,PPI - Total,01598,1711.52,015,01,A,NA
310900,Município,2024,Média do Salário Real,PPI - Total,01610,1962.64,016,01,A,579.5846488132687
310900,Município,2024,Média do Salário Real,PPI - Total,01628,1735.0660000000003,016,01,A,355.0093138746895
310900,Município,2024,Média do Salário Real,PPI - Total,02306,2564.5861111111103,023,02,A,1268.8304141942865
310900,Município,2024,Média do Salário Real,PPI - Total,07103,6010.087181878744,071,07,B,4937.910476380036
310900,Município,2024,Média do Salário Real,PPI - Total,08100,3092.427,081,08,B,746.5933919378494
310900,Município,2024,Média do Salário Real,PPI - Total,09904,4574.266923076923,099,09,B,2084.78720415052
310900,Município,2024,Média do Salário Real,PPI - Total,10121,1674.7823880597014,101,10,C,663.0863103564193
310900,Município,2024,Média do Salário Real,PPI - Total,10139,2643.16,101,10,C,200.98803148446444
310900,Município,2024,Média do Salário Real,PPI - Total,10520,1681.91,105,10,C,NA
310900,Município,2024,Média do Salário Real,PPI - Total,10538,1760,105,10,C,0
310900,Município,2024,Média do Salário Real,PPI - Total,10911,1642.3641935483874,109,10,C,312.672812897382
310900,Município,2024,Média do Salário Real,PPI - Total,10945,1809.4299999999998,109,10,C,119.02173947084907
310900,Município,2024,Média do Salário Real,PPI - Total,11216,2041.5054477611943,112,11,C,1397.0798069817322
310900,Município,2024,Média do Salário Real,PPI - Total,14126,1515,141,14,C,NA
310900,Município,2024,Média do Salário Real,PPI - Total,14134,1855.6771428571428,141,14,C,525.6069706016606
310900,Município,2024,Média do Salário Real,PPI - Total,18300,1412,183,18,C,NA
310900,Município,2024,Média do Salário Real,PPI - Total,20991,2577.1266666666666,209,20,C,439.4248577781341
310900,Município,2024,Média do Salário Real,PPI - Total,23303,2646.00625,233,23,C,1172.7650788741903
310900,Município,2024,Média do Salário Real,PPI - Total,23915,2102.8,239,23,C,340.04882002441946
310900,Município,2024,Média do Salário Real,PPI - Total,24512,2505.9063157894734,245,24,C,1138.8370025610948
310900,Município,2024,Média do Salário Real,PPI - Total,25128,2332.9641666666666,251,25,C,811.9488451134471
310900,Município,2024,Média do Salário Real,PPI - Total,28402,1460.14,284,28,C,0
310900,Município,2024,Média do Salário Real,PPI - Total,31012,2116.3442857142854,310,31,C,664.6643042633663
310900,Município,2024,Média do Salário Real,PPI - Total,33210,1412,332,33,C,NA
310900,Município,2024,Média do Salário Real,PPI - Total,38114,2389.145,381,38,E,271.70069692586355
310900,Município,2024,Média do Salário Real,PPI - Total,41107,1884.7666666666667,411,41,F,382.81718056186213
310900,Município,2024,Média do Salário Real,PPI - Total,41204,2717.9804635761598,412,41,F,1733.0515144393285
310900,Município,2024,Média do Salário Real,PPI - Total,42111,3613.1234525660934,421,42,F,2143.9983514663795
310900,Município,2024,Média do Salário Real,PPI - Total,42120,4305.06,421,42,F,2427.6379025227384
310900,Município,2024,Média do Salário Real,PPI - Total,42227,3690.922,422,42,F,2063.638496544392
310900,Município,2024,Média do Salário Real,PPI - Total,42928,3439,429,42,F,NA
310900,Município,2024,Média do Salário Real,PPI - Total,42995,2837.167045454545,429,42,F,1570.4424931973488
310900,Município,2024,Média do Salário Real,PPI - Total,43215,5742.34,432,43,F,5363.178661129984
310900,Município,2024,Média do Salário Real,PPI - Total,43223,2866.713333333333,432,43,F,180.36404778484354
310900,Município,2024,Média do Salário Real,PPI - Total,43291,4014.2743749999995,432,43,F,2297.2106974037556
310900,Município,2024,Média do Salário Real,PPI - Total,43304,3049.2942424242424,433,43,F,913.5023063429776
310900,Município,2024,Média do Salário Real,PPI - Total,43991,3106.6725490196077,439,43,F,1794.1184738630848
310900,Município,2024,Média do Salário Real,PPI - Total,45200,2581.79375,452,45,G,771.0271277595047
310900,Município,2024,Média do Salário Real,PPI - Total,45307,2109.925238095238,453,45,G,1109.0387072623707
310900,Município,2024,Média do Salário Real,PPI - Total,45412,2173.9333333333334,454,45,G,659.8536226568234
310900,Município,2024,Média do Salário Real,PPI - Total,46371,1502.39,463,46,G,NA
310900,Município,2024,Média do Salário Real,PPI - Total,46397,730,463,46,G,NA
310900,Município,2024,Média do Salário Real,PPI - Total,46451,5104.66,464,46,G,NA
310900,Município,2024,Média do Salário Real,PPI - Total,46494,1412,464,46,G,NA
310900,Município,2024,Média do Salário Real,PPI - Total,46729,1634.96,467,46,G,NA
310900,Município,2024,Média do Salário Real,PPI - Total,46893,2535.692,468,46,G,1015.1984487804913
310900,Município,2024,Média do Salário Real,PPI - Total,46915,2686.697205882353,469,46,G,935.2127430726707
310900,Município,2024,Média do Salário Real,PPI - Total,47113,2251.9472348484856,471,47,G,951.2802804031837
310900,Município,2024,Média do Salário Real,PPI - Total,47121,1606.4704545454545,471,47,G,375.43826947382155
310900,Município,2024,Média do Salário Real,PPI - Total,47130,1883.8514285714284,471,47,G,558.2968306976433
310900,Município,2024,Média do Salário Real,PPI - Total,47211,1603.22,472,47,G,413.9310958146935
310900,Município,2024,Média do Salário Real,PPI - Total,47229,2225.631176470588,472,47,G,845.8448793579289
310900,Município,2024,Média do Salário Real,PPI - Total,47237,1636.8,472,47,G,237.02151801049624
310900,Município,2024,Média do Salário Real,PPI - Total,47245,1596.8,472,47,G,270.29465403518435
310900,Município,2024,Média do Salário Real,PPI - Total,47296,1651.2199999999998,472,47,G,582.1384709352726
310900,Município,2024,Média do Salário Real,PPI - Total,47318,2827.325882352942,473,47,G,2226.841563688065
310900,Município,2024,Média do Salário Real,PPI - Total,47415,1446.3333333333333,474,47,G,59.46707772653145
310900,Município,2024,Média do Salário Real,PPI - Total,47423,2659.27,474,47,G,NA
310900,Município,2024,Média do Salário Real,PPI - Total,47431,1917.06375,474,47,G,819.1302990879587
310900,Município,2024,Média do Salário Real,PPI - Total,47440,1915.817777777777,474,47,G,500.4833061671737
310900,Município,2024,Média do Salário Real,PPI - Total,47539,2309.7414285714285,475,47,G,1232.4808521491464
310900,Município,2024,Média do Salário Real,PPI - Total,47547,2535.4925,475,47,G,1310.4305254222115
310900,Município,2024,Média do Salário Real,PPI - Total,47555,1916.923,475,47,G,575.6171145446135
310900,Município,2024,Média do Salário Real,PPI - Total,47571,1679.3,475,47,G,NA
310900,Município,2024,Média do Salário Real,PPI - Total,47610,1491.98,476,47,G,531.7602971264403
310900,Município,2024,Média do Salário Real,PPI - Total,47636,1412,476,47,G,NA
310900,Município,2024,Média do Salário Real,PPI - Total,47717,2585.1976785714282,477,47,G,1461.659385493066
310900,Município,2024,Média do Salário Real,PPI - Total,47725,2420.5875,477,47,G,1473.5343749722974
310900,Município,2024,Média do Salário Real,PPI - Total,47741,2114.07,477,47,G,608.9506090809008
310900,Município,2024,Média do Salário Real,PPI - Total,47814,1540.6329629629631,478,47,G,173.8922417390639
310900,Município,2024,Média do Salário Real,PPI - Total,47822,2020.144285714286,478,47,G,806.6338065042925
310900,Município,2024,Média do Salário Real,PPI - Total,47849,2059.3688888888887,478,47,G,313.63243148795334
310900,Município,2024,Média do Salário Real,PPI - Total,47890,1748.7720930232554,478,47,G,654.7542038540589
310900,Município,2024,Média do Salário Real,PPI - Total,49213,2880.6678048780473,492,49,H,762.1880013504286
310900,Município,2024,Média do Salário Real,PPI - Total,49299,2902.5159999999996,492,49,H,910.2701004558322
310900,Município,2024,Média do Salário Real,PPI - Total,49302,3155.880100334452,493,49,H,1254.2968967675054
310900,Município,2024,Média do Salário Real,PPI - Total,52125,4035.873090909091,521,52,H,4014.2582925888123
310900,Município,2024,Média do Salário Real,PPI - Total,52290,1600,522,52,H,NA
310900,Município,2024,Média do Salário Real,PPI - Total,52508,4022.535128205125,525,52,H,1590.5592325952966
310900,Município,2024,Média do Salário Real,PPI - Total,53105,4881.865000000001,531,53,H,1125.580472721266
310900,Município,2024,Média do Salário Real,PPI - Total,55108,1742.090869565217,551,55,I,585.0588454172722
310900,Município,2024,Média do Salário Real,PPI - Total,55906,2108.608,559,55,I,825.3519959205285
310900,Município,2024,Média do Salário Real,PPI - Total,56112,2220.258064516128,561,56,I,1260.6027077889696
310900,Município,2024,Média do Salário Real,PPI - Total,56121,1430,561,56,I,NA
310900,Município,2024,Média do Salário Real,PPI - Total,56201,1750.4076470588232,562,56,I,537.9661832330662
310900,Município,2024,Média do Salário Real,PPI - Total,61108,2533.21,611,61,J,1803.7243408385145
310900,Município,2024,Média do Salário Real,PPI - Total,64221,6710.546250000001,642,64,K,2237.055789922725
310900,Município,2024,Média do Salário Real,PPI - Total,64239,14092.993333333332,642,64,K,3155.89728795684
310900,Município,2024,Média do Salário Real,PPI - Total,64247,4925.8644444444435,642,64,K,3476.6677259630055
310900,Município,2024,Média do Salário Real,PPI - Total,66193,3592.86,661,66,K,1552.325658874452
310900,Município,2024,Média do Salário Real,PPI - Total,66223,2574.9449999999997,662,66,K,646.0763949023366
310900,Município,2024,Média do Salário Real,PPI - Total,68102,3078.5516666666667,681,68,L,1856.5906191771696
310900,Município,2024,Média do Salário Real,PPI - Total,68218,1675.63,682,68,L,256.6589727245085
310900,Município,2024,Média do Salário Real,PPI - Total,68226,1778.6366666666665,682,68,L,403.1660891411049
310900,Município,2024,Média do Salário Real,PPI - Total,69117,1495.6766666666665,691,69,M,144.93223807467174
310900,Município,2024,Média do Salário Real,PPI - Total,69125,3673.2425,691,69,M,3516.1975786873336
310900,Município,2024,Média do Salário Real,PPI - Total,69206,2321.266,692,69,M,1051.607930880928
310900,Município,2024,Média do Salário Real,PPI - Total,70204,5082.996666666667,702,70,M,1445.9524780342308
310900,Município,2024,Média do Salário Real,PPI - Total,71120,2637.6033333333335,711,71,M,1302.9854937923653
310900,Município,2024,Média do Salário Real,PPI - Total,71197,1650,711,71,M,70.71067811865476
310900,Município,2024,Média do Salário Real,PPI - Total,73190,2087.696,731,73,M,365.0159151050814
310900,Município,2024,Média do Salário Real,PPI - Total,74901,3871.42,749,74,M,0
310900,Município,2024,Média do Salário Real,PPI - Total,75001,1515,750,75,M,0
310900,Município,2024,Média do Salário Real,PPI - Total,77195,2731.3375,771,77,N,505.37389177881624
310900,Município,2024,Média do Salário Real,PPI - Total,77322,1798.8262499999998,773,77,N,356.20817131629644
310900,Município,2024,Média do Salário Real,PPI - Total,79112,1873.76,791,79,N,266.9164736392267
310900,Município,2024,Média do Salário Real,PPI - Total,80200,1918.0966666666666,802,80,N,551.9880651185615
310900,Município,2024,Média do Salário Real,PPI - Total,81125,3353.198577235772,811,81,N,1574.4655996081324
310900,Município,2024,Média do Salário Real,PPI - Total,82113,1972.6806451612904,821,82,N,644.5038554419747
310900,Município,2024,Média do Salário Real,PPI - Total,82997,1808.7755555555557,829,82,N,377.8605451006904
310900,Município,2024,Média do Salário Real,PPI - Total,84116,4133.3726481714975,841,84,O,2220.603894366816
310900,Município,2024,Média do Salário Real,PPI - Total,85121,2683.2799999999997,851,85,P,435.54200095972357
310900,Município,2024,Média do Salário Real,PPI - Total,85139,2757.089318181818,851,85,P,1452.8655287691186
310900,Município,2024,Média do Salário Real,PPI - Total,85201,2778.16,852,85,P,1653.6257763472363
310900,Município,2024,Média do Salário Real,PPI - Total,85333,1701.0425,853,85,P,706.1873100925237
310900,Município,2024,Média do Salário Real,PPI - Total,85937,1756.1183333333336,859,85,P,1114.4677539600088
310900,Município,2024,Média do Salário Real,PPI - Total,85996,1858.355,859,85,P,495.09262817484665
310900,Município,2024,Média do Salário Real,PPI - Total,86101,4016.2361643835648,861,86,Q,1625.3786426062818
310900,Município,2024,Média do Salário Real,PPI - Total,86305,2230.2285454545454,863,86,Q,1106.1595318193854
310900,Município,2024,Média do Salário Real,PPI - Total,86402,1900.5615384615385,864,86,Q,496.4537348677141
310900,Município,2024,Média do Salário Real,PPI - Total,86500,1704.5259999999998,865,86,Q,238.09755559434035
310900,Município,2024,Média do Salário Real,PPI - Total,86909,1500,869,86,Q,NA
310900,Município,2024,Média do Salário Real,PPI - Total,87115,2129.7218181818175,871,87,Q,908.1284909721427
310900,Município,2024,Média do Salário Real,PPI - Total,91023,3245.9162089552224,910,91,R,3187.0090496540643
310900,Município,2024,Média do Salário Real,PPI - Total,93123,1677.9125,931,93,R,818.3306840299953
310900,Município,2024,Média do Salário Real,PPI - Total,93131,2467.8915789473685,931,93,R,1321.5223683450301
310900,Município,2024,Média do Salário Real,PPI - Total,93191,4500,931,93,R,2121.3203435596424
310900,Município,2024,Média do Salário Real,PPI - Total,93298,3047.4075000000003,932,93,R,1190.0594196194575
310900,Município,2024,Média do Salário Real,PPI - Total,94111,1515,941,94,S,NA
310900,Município,2024,Média do Salário Real,PPI - Total,94201,3920.7466666666674,942,94,S,3036.2053438845887
310900,Município,2024,Média do Salário Real,PPI - Total,94308,2659.094803921569,943,94,S,1854.5659828205385
310900,Município,2024,Média do Salário Real,PPI - Total,94910,2700,949,94,S,NA
310900,Município,2024,Média do Salário Real,PPI - Total,94995,2481.2030952380946,949,94,S,862.4058498418278
310900,Município,2024,Média do Salário Real,PPI - Total,95291,2499.013333333334,952,95,S,754.4166446168855
310900,Município,2024,Média do Salário Real,PPI - Total,96025,1952.8225,960,96,S,660.287751533375
310900,Município,2024,Média do Salário Real,PPI - Total,96033,1694.4,960,96,S,0
310900,Município,2024,Média do Salário Real,PPI - Total,96092,1364.3325,960,96,S,479.46088011258365
